FID,the_geom,NAME,ADM0_NM,OSM_ID,TYPE,ADM2_NAME,ADM2_CODE,ADM1_NAME,ADM1_CODE,CNTRY_CODE,
lbr_stle_pt_osm_settlements.5611,POINT (-10.1614428 6.1171564),Tarr,LIBERIA,node/3110217813,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5612,POINT (-10.0731679 6.1335934),Tete Village,LIBERIA,node/3110217814,isolated_dwelling,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5613,POINT (-10.12484 6.1208),Timue's,LIBERIA,node/3110217815,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5614,POINT (-10.14847 6.1213),Togar Village,LIBERIA,node/3110217816,isolated_dwelling,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5615,POINT (-10.187153 6.1395402),Troyah Village,LIBERIA,node/3110217817,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5616,POINT (-10.1164713 6.1248726),Weah's,LIBERIA,node/3110217818,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5617,POINT (-10.122848 6.1303713),Wilson,LIBERIA,node/3110217819,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5618,POINT (-10.0742691 6.1256971),Yalla Village,LIBERIA,node/3110217820,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5619,POINT (-10.1808313 6.1246378),Yawein Tower Hill Village,LIBERIA,node/3110217821,village,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5620,POINT (-10.09021 6.12723),Zeah Village,LIBERIA,node/3110217822,hamlet,District # 1,LBR0904,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5621,POINT (-10.0472 6.43236),,LIBERIA,node/3060297687,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5622,POINT (-10.0483 6.44492),,LIBERIA,node/3060297688,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5623,POINT (-9.94497 6.31667),Ballah Village,LIBERIA,node/3097274257,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5624,POINT (-9.8830866 6.3638197),Darsavour Vilage,LIBERIA,node/3097274258,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5625,POINT (-9.8448998 6.3685568),Deykei,LIBERIA,node/3097274259,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5626,POINT (-9.92753 6.32355),Dolo,LIBERIA,node/3097274260,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5627,POINT (-9.9156257 6.3223104),Gargar's Village,LIBERIA,node/3097274261,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5628,POINT (-9.9239171 6.3366165),Gaye Flomo,LIBERIA,node/3097274262,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5629,POINT (-9.951564 6.351999),Glabo Village #1,LIBERIA,node/3097274263,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5630,POINT (-10.0053338 6.3550159),Glabo,LIBERIA,node/3097274264,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5631,POINT (-10.0138865 6.3553062),Gold Camp,LIBERIA,node/3097274265,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5632,POINT (-9.8554061 6.3332388),Jerome,LIBERIA,node/3097274266,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5633,POINT (-9.98176 6.32654),Joe's Village,LIBERIA,node/3097274267,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5634,POINT (-9.9968868 6.3348962),Joint,LIBERIA,node/3097274268,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5635,POINT (-9.9600345 6.3596712),Kor's Town,LIBERIA,node/3097274269,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5636,POINT (-9.844266 6.365511),Nukuwroto Robert / Jo,LIBERIA,node/3097274270,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5637,POINT (-9.9395081 6.3292465),Nyakpah Village,LIBERIA,node/3097274271,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5638,POINT (-9.8793126 6.3643297),Photo,LIBERIA,node/3097274272,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5639,POINT (-9.84403 6.37287),Sam David,LIBERIA,node/3097274273,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5640,POINT (-9.8752842 6.3619925),Saturday Village,LIBERIA,node/3097274274,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5641,POINT (-9.8677 6.32457),Sundaygar / Robertdebl,LIBERIA,node/3097274275,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5642,POINT (-9.8721895 6.3166109),Teekor Village,LIBERIA,node/3097274276,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5643,POINT (-9.8631922 6.3279369),Vorgar Village,LIBERIA,node/3097274277,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5644,POINT (-9.9406197 6.3553064),Waygron Village,LIBERIA,node/3097274278,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5645,POINT (-10.0067239 6.3384569),Whoo's,LIBERIA,node/3097274279,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5646,POINT (-9.8477016 6.3339124),Yeagar,LIBERIA,node/3097274280,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5647,POINT (-9.8710021 6.3189897),Yeamonweh Village,LIBERIA,node/3097274281,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5648,POINT (-9.9098848 6.3238487),Zeon,LIBERIA,node/3097274282,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5649,POINT (-9.9161681 6.3899253),Bloyouways,LIBERIA,node/3097314869,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5650,POINT (-9.9772458 6.4168722),Bueh,LIBERIA,node/3097314870,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5651,POINT (-9.9591867 6.3914745),Darba Vilage,LIBERIA,node/3097314873,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5652,POINT (-9.9185346 6.3806344),Flomo Johnny,LIBERIA,node/3097314874,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5653,POINT (-9.9794304 6.3912825),Flydyu,LIBERIA,node/3097314875,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5654,POINT (-9.922661 6.4286545),Gargalay Village,LIBERIA,node/3097314876,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5655,POINT (-9.8924909 6.403852),Garway Town,LIBERIA,node/3097314877,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5656,POINT (-9.8603421 6.43773),Gbeahgaveazohn,LIBERIA,node/3097314878,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5657,POINT (-9.9834631 6.4215936),Glah Village,LIBERIA,node/3097314879,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5658,POINT (-9.9342182 6.4106544),Goahn,LIBERIA,node/3097314880,village,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5659,POINT (-9.8466066 6.3906156),Isaac Kpor Village,LIBERIA,node/3097314881,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5660,POINT (-9.87793 6.41872),John-Kpa Doe,LIBERIA,node/3097314883,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5661,POINT (-9.9924991 6.4192168),Joykor,LIBERIA,node/3097314884,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5662,POINT (-9.9874565 6.4348376),Kplawru,LIBERIA,node/3097314885,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5663,POINT (-9.9429591 6.3842644),Lekai,LIBERIA,node/3097314886,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5664,POINT (-9.85623 6.4405646),Mudeh,LIBERIA,node/3097314887,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5665,POINT (-9.8985079 6.4108336),Nazom,LIBERIA,node/3097314888,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5666,POINT (-9.8835497 6.3858468),Saypaydeh Town,LIBERIA,node/3097314890,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5667,POINT (-10.0025754 6.4059355),Somah,LIBERIA,node/3097314891,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5668,POINT (-9.9180997 6.39238),Sundaygar Village,LIBERIA,node/3097314892,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5669,POINT (-9.8552269 6.4412143),Yahwea / Galawolo,LIBERIA,node/3097314893,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5670,POINT (-9.9368872 6.1500965),Bedego Village,LIBERIA,node/3097363364,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5671,POINT (-9.9543238 6.1641166),Bohn,LIBERIA,node/3097363365,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5672,POINT (-9.9143594 6.1686751),Brunfield Reeves,LIBERIA,node/3097363366,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5673,POINT (-9.9246332 6.1589409),David Joe Village,LIBERIA,node/3097363368,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5674,POINT (-9.9508994 6.1640935),Fah Village,LIBERIA,node/3097363369,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5675,POINT (-9.9465865 6.1662883),Gaye joe Village,LIBERIA,node/3097363370,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5676,POINT (-9.94422 6.16772),Gee,LIBERIA,node/3097363371,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5677,POINT (-9.9808485 6.1584276),Gweh Villah,LIBERIA,node/3097363372,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5678,POINT (-9.95807 6.16203),Joe Gborgar Village,LIBERIA,node/3097363373,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5679,POINT (-9.9607758 6.1585977),Joe Zohn Village,LIBERIA,node/3097363374,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5680,POINT (-9.9351124 6.1435488),Konjah / Daniel town,LIBERIA,node/3097363375,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5681,POINT (-9.8678465 6.1513532),Mano,LIBERIA,node/3097363376,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5682,POINT (-9.9363086 6.1461534),Musa VIllage,LIBERIA,node/3097363377,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5683,POINT (-9.9667739 6.1537799),Paywein Gobrown,LIBERIA,node/3097363378,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5684,POINT (-9.967625 6.1525612),Paywien / Cessaw Farm,LIBERIA,node/3097363379,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5685,POINT (-9.9356172 6.1576282),Sarpomanie Village,LIBERIA,node/3097363380,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5686,POINT (-9.9929724 6.1523277),Sawkpo Village,LIBERIA,node/3097363381,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5687,POINT (-9.910666 6.1416918),Sulonteh Village,LIBERIA,node/3097363382,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.7367,POINT (-10.88381 6.5997),Vaguah,LIBERIA,node/3100524840,hamlet,Klay,LBR0302,Bomi,LBR03,LBR,
lbr_stle_pt_osm_settlements.5688,POINT (-10.00325 6.15999),Trysee Village,LIBERIA,node/3097363384,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5689,POINT (-10.0002065 6.1587999),Worldwide Mission,LIBERIA,node/3097363385,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5690,POINT (-9.9513143 6.1580824),Zonoe Village,LIBERIA,node/3097363386,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5691,POINT (-9.93374 6.1909),Amoulie Village,LIBERIA,node/3097478831,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5692,POINT (-9.875617 6.188805),Bigboy Village,LIBERIA,node/3097478832,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5693,POINT (-10.0076904 6.1906412),Charley Gio / Kpakpel,LIBERIA,node/3097478833,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5694,POINT (-9.95499 6.1703),Dabah,LIBERIA,node/3097478834,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5695,POINT (-9.9323541 6.1949213),Daniel King's,LIBERIA,node/3097478835,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5696,POINT (-9.9416117 6.1754165),David Gaye / Paul Ree,LIBERIA,node/3097478836,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5697,POINT (-9.9325521 6.1921483),David Village,LIBERIA,node/3097478837,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5698,POINT (-9.89946 6.20395),Dunn Village,LIBERIA,node/3097478838,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5699,POINT (-9.98246 6.17952),Glebah / Worfour Village,LIBERIA,node/3097478839,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5700,POINT (-9.85845 6.19172),Gorworh Village,LIBERIA,node/3097478840,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5701,POINT (-9.9005933 6.2063258),John Kpeleweh,LIBERIA,node/3097478841,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5702,POINT (-9.9309752 6.1881559),John Miller Village,LIBERIA,node/3097478842,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5703,POINT (-9.93088 6.19736),Kehkeh Village,LIBERIA,node/3097478843,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5704,POINT (-9.8579588 6.1734894),Kpalimue,LIBERIA,node/3097478844,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5705,POINT (-9.92748 6.20452),Kpelah Village,LIBERIA,node/3097478845,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5706,POINT (-9.9233896 6.180075),Liberia Village,LIBERIA,node/3097478846,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5707,POINT (-9.8813761 6.1888564),Lolayah Village,LIBERIA,node/3097478847,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5708,POINT (-9.8901269 6.203622),Mlakpa Village,LIBERIA,node/3097478848,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5709,POINT (-9.9509058 6.2013159),Nauhn Village,LIBERIA,node/3097478849,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5710,POINT (-9.9416645 6.1718478),Smith Village,LIBERIA,node/3097478850,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5711,POINT (-9.9478667 6.1693269),Tarmueclark,LIBERIA,node/3097478851,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5712,POINT (-9.936505 6.182569),Tebeh Village,LIBERIA,node/3097478852,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5713,POINT (-9.9393218 6.1772935),Verdier Village,LIBERIA,node/3097478853,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5714,POINT (-10.0121509 6.2000041),Weamorgar,LIBERIA,node/3097478854,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5715,POINT (-9.8873537 6.2035917),Wiah,LIBERIA,node/3097478855,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5716,POINT (-9.9058907 6.1782868),Zuwaboezon,LIBERIA,node/3097478856,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5717,POINT (-9.9119585 6.2261662),Aquoi Flomo,LIBERIA,node/3097654803,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5718,POINT (-9.9009662 6.2504316),Charley Gray,LIBERIA,node/3097654804,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5719,POINT (-9.9139954 6.2157433),Civil Compound,LIBERIA,node/3097654805,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5720,POINT (-9.9326063 6.24647),Damkpah Village,LIBERIA,node/3097654806,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5721,POINT (-9.88188 6.23754),Dweh / Elephant,LIBERIA,node/3097654807,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5722,POINT (-9.9861657 6.2208406),Gbeyah Village,LIBERIA,node/3097654808,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5723,POINT (-9.9626276 6.2082729),Gofa Village,LIBERIA,node/3097654809,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5724,POINT (-10.0174723 6.208625),Gurtor Village,LIBERIA,node/3097654810,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5725,POINT (-9.976451 6.2281929),Jarwoe / Hilary Reeve,LIBERIA,node/3097654811,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5726,POINT (-9.8563601 6.2376762),Juah Gblen Village,LIBERIA,node/3097654812,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5727,POINT (-9.9106897 6.2239418),Juah Village,LIBERIA,node/3097654813,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5728,POINT (-9.9106933 6.2284965),Kanyou Village,LIBERIA,node/3097654814,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5729,POINT (-9.893 6.2177982),Karmon Gersuaa,LIBERIA,node/3097654815,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5730,POINT (-9.900909 6.24422),Lemeo Reeves,LIBERIA,node/3097654816,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5731,POINT (-9.9064346 6.2356524),Lorma Village,LIBERIA,node/3097654817,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5732,POINT (-9.8880607 6.2225794),Martho,LIBERIA,node/3097654818,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5733,POINT (-9.913164 6.2087202),Momo Reeves,LIBERIA,node/3097654819,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5734,POINT (-9.8466814 6.2253877),Noryougbah Village,LIBERIA,node/3097654820,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5735,POINT (-9.9705376 6.2128597),Owel Village,LIBERIA,node/3097654821,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5736,POINT (-9.9035114 6.2403324),Paul Reeves,LIBERIA,node/3097654822,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5737,POINT (-9.9790645 6.2112218),Plum-Mu Village,LIBERIA,node/3097654823,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5738,POINT (-9.8719031 6.2254227),S.D.A Mission,LIBERIA,node/3097654824,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5739,POINT (-9.8607118 6.2089124),Samuel Village,LIBERIA,node/3097654825,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5740,POINT (-9.90065 6.249),Sarah Hordes,LIBERIA,node/3097654826,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5741,POINT (-9.8709149 6.2145671),Sulonteh Village,LIBERIA,node/3097654827,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5742,POINT (-9.9238825 6.2088194),Tarr Village,LIBERIA,node/3097654828,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5743,POINT (-9.9150233 6.2175233),Taywaye,LIBERIA,node/3097657829,village,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5744,POINT (-9.93358 6.2332),Tenezee Village,LIBERIA,node/3097657830,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5745,POINT (-9.9210711 6.211047),Wakine Goe Village,LIBERIA,node/3097657831,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5746,POINT (-10.0151782 6.3140827),Bakon's,LIBERIA,node/3097963796,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5747,POINT (-9.9214126 6.2535405),Barlon's,LIBERIA,node/3097963797,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5748,POINT (-10.0032202 6.2545522),Barzon Village,LIBERIA,node/3097963798,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5749,POINT (-9.9206097 6.2557531),Bonyegar / Robert Smi,LIBERIA,node/3097963799,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5750,POINT (-9.921986 6.2615362),Borbor,LIBERIA,node/3097963800,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5751,POINT (-9.98745 6.26381),Buahwein,LIBERIA,node/3097963801,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5752,POINT (-9.967988 6.2987614),Bueh Village,LIBERIA,node/3097963802,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5753,POINT (-10.0166776 6.2693986),Charley Mangee,LIBERIA,node/3097963803,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5754,POINT (-9.9353383 6.2592831),Cheer's village,LIBERIA,node/3097963804,isolated_dwelling,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5755,POINT (-9.8993619 6.2555061),Chenoweth,LIBERIA,node/3097963805,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5756,POINT (-9.92276 6.26662),Gargar's Village,LIBERIA,node/3097963806,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5757,POINT (-9.8921003 6.2792401),Gartay Village,LIBERIA,node/3097963807,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5758,POINT (-9.8832451 6.2876317),Gbechae Village,LIBERIA,node/3097963808,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
lbr_stle_pt_osm_settlements.5759,POINT (-9.8873428 6.2548458),Gbuegbah,LIBERIA,node/3097963809,hamlet,District # 2,LBR0906,Grand Bassa,LBR09,LBR,
