FID,the_geom,NAME,ADM2_NM,ADM1_NM,ADM0_NM,OSM_ID,TYPE,ADM3_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,CNTRY_CODE
sle_stle_pt_osm_settlements.1,POINT (-11.4786509 8.0434458),,Bo,Southern,SIERRA LEONE,node/2039799561,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.2,POINT (-11.4676544 8.0518132),,Bo,Southern,SIERRA LEONE,node/2039799596,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.3,POINT (-11.4737808 8.0330847),,Bo,Southern,SIERRA LEONE,node/2039970630,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.4,POINT (-11.4497825 8.0399376),,Bo,Southern,SIERRA LEONE,node/2039970680,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.5,POINT (-11.4497183 8.0440919),,Bo,Southern,SIERRA LEONE,node/2039970710,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.6,POINT (-11.484578 8.0620828),,Bo,Southern,SIERRA LEONE,node/2039970717,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.7,POINT (-11.4656443 8.0700476),Jokibu,Bo,Southern,SIERRA LEONE,node/2039970910,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.8,POINT (-11.4181217 8.1022175),Ngelehun,Bo,Southern,SIERRA LEONE,node/2039970921,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.9,POINT (-11.4492135 8.1113351),Baama,Bo,Southern,SIERRA LEONE,node/2039971186,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.10,POINT (-11.4620778 8.1330813),Kpetema,Bo,Southern,SIERRA LEONE,node/2039971390,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.11,POINT (-11.4827952 8.0729786),,Bo,Southern,SIERRA LEONE,node/2048130079,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.12,POINT (-11.3821018 8.0892589),Nomiama,Bo,Southern,SIERRA LEONE,node/2049611562,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.13,POINT (-11.4622347 8.1061291),Dawambu,Bo,Southern,SIERRA LEONE,node/2049611604,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.14,POINT (-11.3847899 8.1314643),Bompeworo,Bo,Southern,SIERRA LEONE,node/2049611640,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.15,POINT (-11.4459192 8.1311414),,Bo,Southern,SIERRA LEONE,node/2049727118,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.16,POINT (-11.4287166 8.1406083),Buabu,Bo,Southern,SIERRA LEONE,node/2049727163,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.17,POINT (-11.4095586 8.1470483),,Bo,Southern,SIERRA LEONE,node/2049727180,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.18,POINT (-11.4150597 8.1477373),,Bo,Southern,SIERRA LEONE,node/2049727197,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.19,POINT (-11.4349396 8.1505154),Jagban,Bo,Southern,SIERRA LEONE,node/2049727221,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.20,POINT (-11.4432843 8.1711724),,Bo,Southern,SIERRA LEONE,node/2049727256,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.21,POINT (-11.4274519 8.0341744),Gumahun,Bo,Southern,SIERRA LEONE,node/2051369517,village,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.22,POINT (-11.368439 8.0623595),Boabu,Bo,Southern,SIERRA LEONE,node/2051369731,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.23,POINT (-11.4290617 8.068673),Jawe,Bo,Southern,SIERRA LEONE,node/2051369794,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.24,POINT (-11.4529613 8.0826106),,Bo,Southern,SIERRA LEONE,node/2051369946,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.25,POINT (-11.4469966 8.0948397),Jahun,Bo,Southern,SIERRA LEONE,node/2051370205,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.26,POINT (-11.3596245 8.0928014),Baoma,Bo,Southern,SIERRA LEONE,node/3021798122,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.27,POINT (-11.3571976 8.0787184),Giehun,Bo,Southern,SIERRA LEONE,node/3021798127,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.28,POINT (-11.339142 8.0643504),Koindu,Bo,Southern,SIERRA LEONE,node/3021798129,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.29,POINT (-11.3394109 8.1006175),Korjehun,Bo,Southern,SIERRA LEONE,node/3021798131,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.30,POINT (-11.3588112 8.1004435),Palima,Bo,Southern,SIERRA LEONE,node/3021799334,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.31,POINT (-11.3540061 8.1170027),Periwahun,Bo,Southern,SIERRA LEONE,node/3021799335,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.32,POINT (-11.483333 8.05),Fala,Bo,Southern,SIERRA LEONE,node/3046578282,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.33,POINT (-11.5 8.05),Kondiama,Bo,Southern,SIERRA LEONE,node/3046578283,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.34,POINT (-11.4750322 8.0335385),Kugbahun,Bo,Southern,SIERRA LEONE,node/3046578698,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.35,POINT (-11.4501719 8.0421598),Yandama,Bo,Southern,SIERRA LEONE,node/3046578699,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.36,POINT (-11.35 8.066667),Bokeni,Bo,Southern,SIERRA LEONE,node/3048426791,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.37,POINT (-11.4 8.066667),Jaluahun,Bo,Southern,SIERRA LEONE,node/3048426792,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.38,POINT (-11.3825946 8.1168136),Gondama,Bo,Southern,SIERRA LEONE,node/3049001234,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.39,POINT (-11.4131245 8.1474884),Jeru,Bo,Southern,SIERRA LEONE,node/3049004361,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.40,POINT (-11.433383 8.1166917),Sengima,Bo,Southern,SIERRA LEONE,node/3049371510,hamlet,Badjia,SLE030101,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.41,POINT (-11.9196816 7.5380929),Kassi,Bo,Southern,SIERRA LEONE,node/2036065493,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.42,POINT (-11.9293793 7.535),Momajo,Bo,Southern,SIERRA LEONE,node/2036065500,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.43,POINT (-11.8888703 7.4835571),,Bo,Southern,SIERRA LEONE,node/2036066228,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.44,POINT (-11.8729445 7.5268083),Gbale,Bo,Southern,SIERRA LEONE,node/2163819248,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.45,POINT (-11.9210362 7.5978039),Mowe,Bo,Southern,SIERRA LEONE,node/2163857833,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.46,POINT (-11.9531188 7.599917),Naiagolehun,Bo,Southern,SIERRA LEONE,node/2163857874,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.47,POINT (-11.8461614 7.5499202),Dandabu,Bo,Southern,SIERRA LEONE,node/2165419874,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.48,POINT (-11.8695123 7.5564123),Mano,Bo,Southern,SIERRA LEONE,node/2165419980,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.49,POINT (-11.8519806 7.5923927),Mondoko,Bo,Southern,SIERRA LEONE,node/2165420123,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.50,POINT (-11.9037991 7.6021153),,Bo,Southern,SIERRA LEONE,node/2165420170,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.51,POINT (-11.8685167 7.6118213),Senehun,Bo,Southern,SIERRA LEONE,node/2165420262,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.52,POINT (-11.9197704 7.6231269),Sembehun,Bo,Southern,SIERRA LEONE,node/2165420328,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.53,POINT (-11.9568727 7.5389599),,Bo,Southern,SIERRA LEONE,node/2175029584,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.54,POINT (-11.9660351 7.5406694),Fula,Bo,Southern,SIERRA LEONE,node/2175029637,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.55,POINT (-11.9334422 7.5480501),Lago,Bo,Southern,SIERRA LEONE,node/2175029661,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.56,POINT (-11.9399978 7.5554291),,Bo,Southern,SIERRA LEONE,node/2175029748,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.57,POINT (-11.9829559 7.5626092),Gondama,Bo,Southern,SIERRA LEONE,node/2175029769,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.58,POINT (-11.9088642 7.5678748),Senehun,Bo,Southern,SIERRA LEONE,node/2175029806,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.59,POINT (-11.958312 7.5693073),Yegele,Bo,Southern,SIERRA LEONE,node/2175029839,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.60,POINT (-11.9452261 7.5706654),Tisana,Bo,Southern,SIERRA LEONE,node/2175029861,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.61,POINT (-11.9384572 7.5753408),Momajo,Bo,Southern,SIERRA LEONE,node/2175029891,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.62,POINT (-11.9525544 7.5839556),,Bo,Southern,SIERRA LEONE,node/2175029955,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.63,POINT (-11.9170563 7.5860099),Baoma,Bo,Southern,SIERRA LEONE,node/2175030010,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.64,POINT (-11.9289619 7.5891661),,Bo,Southern,SIERRA LEONE,node/2175030037,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.65,POINT (-11.9014612 7.5744672),Bangbalia,Bo,Southern,SIERRA LEONE,node/2175059181,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.66,POINT (-11.8617877 7.6336098),Yenge,Bo,Southern,SIERRA LEONE,node/2176977634,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.67,POINT (-11.861995 7.6417072),,Bo,Southern,SIERRA LEONE,node/2176977665,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.68,POINT (-11.8931112 7.5280346),Mogbum,Bo,Southern,SIERRA LEONE,node/2178373566,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.69,POINT (-11.9045086 7.5410974),,Bo,Southern,SIERRA LEONE,node/2178373649,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.70,POINT (-11.8981836 7.5550152),,Bo,Southern,SIERRA LEONE,node/2178373684,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.71,POINT (-11.895235 7.5558563),,Bo,Southern,SIERRA LEONE,node/2178373718,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.72,POINT (-11.875712 7.5760702),,Bo,Southern,SIERRA LEONE,node/2178373785,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.73,POINT (-11.8803776 7.5887381),,Bo,Southern,SIERRA LEONE,node/2178373794,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.74,POINT (-11.8654724 7.591064),,Bo,Southern,SIERRA LEONE,node/2178373802,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.75,POINT (-11.8778142 7.5927732),,Bo,Southern,SIERRA LEONE,node/2178373813,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.76,POINT (-11.8155285 7.6046226),Jimi,Bo,Southern,SIERRA LEONE,node/2185629813,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.77,POINT (-11.792246 7.6179141),,Bo,Southern,SIERRA LEONE,node/2195838089,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.78,POINT (-11.7950094 7.6198601),Pawama,Bo,Southern,SIERRA LEONE,node/2195838149,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.79,POINT (-11.7917257 7.6438264),Limba,Bo,Southern,SIERRA LEONE,node/2197764936,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.80,POINT (-11.7798494 7.6654839),Levuma,Bo,Southern,SIERRA LEONE,node/2197765082,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.81,POINT (-11.766902 7.6840903),Naiagolehun,Bo,Southern,SIERRA LEONE,node/2197765282,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.82,POINT (-11.8226031 7.6380242),Bandajuma,Bo,Southern,SIERRA LEONE,node/2199705135,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.83,POINT (-11.8100586 7.650982),Mandu,Bo,Southern,SIERRA LEONE,node/2199705224,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.84,POINT (-11.7779707 7.7105214),,Bo,Southern,SIERRA LEONE,node/2199705460,village,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.85,POINT (-11.8332117 7.6244395),Mattru,Bo,Southern,SIERRA LEONE,node/2203082783,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.86,POINT (-11.7991183 7.6908724),Mandehun,Bo,Southern,SIERRA LEONE,node/2209903589,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.87,POINT (-11.7606405 7.6338243),Kakama,Bo,Southern,SIERRA LEONE,node/3055652297,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.88,POINT (-11.7501609 7.6532833),Peteoma,Bo,Southern,SIERRA LEONE,node/3055652300,hamlet,Bagbo,SLE030102,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.89,POINT (-11.6928257 7.7100759),Koribondo,Bo,Southern,SIERRA LEONE,node/1660977015,town,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.90,POINT (-11.7003792 7.738936),Bendu,Bo,Southern,SIERRA LEONE,node/1858283973,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.91,POINT (-11.6378778 7.8057283),Telu,Bo,Southern,SIERRA LEONE,node/1858283976,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.92,POINT (-11.5774707 7.868457),Gugbebu,Bo,Southern,SIERRA LEONE,node/2066550755,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.93,POINT (-11.5732789 7.8813072),Laoma,Bo,Southern,SIERRA LEONE,node/2066550918,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.94,POINT (-11.5684226 7.7817591),,Bo,Southern,SIERRA LEONE,node/2071561716,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.95,POINT (-11.5088535 7.8256499),,Bo,Southern,SIERRA LEONE,node/2071561801,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.96,POINT (-11.7172345 7.6461857),,Bo,Southern,SIERRA LEONE,node/2072781118,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.97,POINT (-11.6001768 7.6908775),Ponima,Bo,Southern,SIERRA LEONE,node/2072781181,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.98,POINT (-11.639261 7.7000882),Blama,Bo,Southern,SIERRA LEONE,node/2072781294,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.99,POINT (-11.5910073 7.7085279),,Bo,Southern,SIERRA LEONE,node/2072781316,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.100,POINT (-11.5705393 7.712832),Meyama,Bo,Southern,SIERRA LEONE,node/2072781330,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.101,POINT (-11.6318632 7.7231705),Sogoma,Bo,Southern,SIERRA LEONE,node/2072781347,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.102,POINT (-11.5559827 7.7264964),,Bo,Southern,SIERRA LEONE,node/2072781376,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.103,POINT (-11.6041373 7.7271885),,Bo,Southern,SIERRA LEONE,node/2072781378,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.104,POINT (-11.5783802 7.7312338),Kiambe,Bo,Southern,SIERRA LEONE,node/2072781399,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.105,POINT (-11.5913422 7.7489789),,Bo,Southern,SIERRA LEONE,node/2072781460,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.106,POINT (-11.5570413 7.761234),Tongima,Bo,Southern,SIERRA LEONE,node/2072781525,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.107,POINT (-11.5974945 7.7650896),Bangema,Bo,Southern,SIERRA LEONE,node/2072781592,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.108,POINT (-11.5256217 7.7769077),,Bo,Southern,SIERRA LEONE,node/2072781695,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.109,POINT (-11.5072089 7.7772914),,Bo,Southern,SIERRA LEONE,node/2072781702,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.110,POINT (-11.5468142 7.7887609),,Bo,Southern,SIERRA LEONE,node/2072781877,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.111,POINT (-11.5792577 7.8020543),Godi,Bo,Southern,SIERRA LEONE,node/2072782002,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.112,POINT (-11.5505105 7.8096644),Gombu,Bo,Southern,SIERRA LEONE,node/2072782139,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.113,POINT (-11.5292074 7.8236565),Sami,Bo,Southern,SIERRA LEONE,node/2072782179,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.114,POINT (-11.6038472 7.826675),Hegbema,Bo,Southern,SIERRA LEONE,node/2072782213,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.115,POINT (-11.6146159 7.8400081),Gbaama,Bo,Southern,SIERRA LEONE,node/2072782282,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.116,POINT (-11.5875773 7.8508601),Yabaima,Bo,Southern,SIERRA LEONE,node/2072782358,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.117,POINT (-11.5948795 7.8615178),,Bo,Southern,SIERRA LEONE,node/2072782460,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.118,POINT (-11.7177408 7.6494743),,Bo,Southern,SIERRA LEONE,node/2084613681,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.119,POINT (-11.7146901 7.6598168),Nyandehun,Bo,Southern,SIERRA LEONE,node/2084613712,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.120,POINT (-11.6937166 7.6623974),,Bo,Southern,SIERRA LEONE,node/2084613743,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.121,POINT (-11.7171631 7.6950235),Lungi,Bo,Southern,SIERRA LEONE,node/2084613927,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.122,POINT (-11.5205905 7.7999454),,Bo,Southern,SIERRA LEONE,node/2084614319,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.123,POINT (-11.4930432 7.82499),Periwahun,Bo,Southern,SIERRA LEONE,node/2084614484,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.124,POINT (-11.6609453 7.6800777),Lago,Bo,Southern,SIERRA LEONE,node/2085731559,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.125,POINT (-11.6738504 7.6935595),,Bo,Southern,SIERRA LEONE,node/2085731570,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.126,POINT (-11.7108642 7.7196629),Kando,Bo,Southern,SIERRA LEONE,node/2085731581,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.127,POINT (-11.6837484 7.7284444),,Bo,Southern,SIERRA LEONE,node/2085731592,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.128,POINT (-11.6727317 7.7563789),Bandajuma,Bo,Southern,SIERRA LEONE,node/2085731675,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.129,POINT (-11.6516036 7.7696406),Walihun,Bo,Southern,SIERRA LEONE,node/2085731705,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.130,POINT (-11.6596605 7.7834706),,Bo,Southern,SIERRA LEONE,node/2085731734,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.131,POINT (-11.6674749 7.7835823),Baomahun,Bo,Southern,SIERRA LEONE,node/2085731735,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.132,POINT (-11.68262 7.7925174),,Bo,Southern,SIERRA LEONE,node/2085731749,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.133,POINT (-11.6076975 7.7987253),Mende Kelema,Bo,Southern,SIERRA LEONE,node/2085731767,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.134,POINT (-11.6668047 7.800569),Gangama,Bo,Southern,SIERRA LEONE,node/2085731781,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.135,POINT (-11.6856948 7.8144648),Ponima,Bo,Southern,SIERRA LEONE,node/2085731846,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.136,POINT (-11.6607656 7.8402501),Mamboma,Bo,Southern,SIERRA LEONE,node/2085731983,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.137,POINT (-11.6437993 7.7324403),Jambohun,Bo,Southern,SIERRA LEONE,node/2085851201,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.138,POINT (-11.6276766 7.7485422),Petema,Bo,Southern,SIERRA LEONE,node/2085851236,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.139,POINT (-11.6131652 7.7498535),Mano,Bo,Southern,SIERRA LEONE,node/2085851255,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.140,POINT (-11.7094167 7.7892973),Sulehun,Bo,Southern,SIERRA LEONE,node/2085851384,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.141,POINT (-11.6931375 7.8288398),,Bo,Southern,SIERRA LEONE,node/2085851404,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.142,POINT (-11.4861581 7.8529364),Koyama,Bo,Southern,SIERRA LEONE,node/2953443065,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.143,POINT (-11.5972264 7.8664327),,Bo,Southern,SIERRA LEONE,node/2992958062,village,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.144,POINT (-11.560078 7.7469271),Baiima,Bo,Southern,SIERRA LEONE,node/3045850448,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
sle_stle_pt_osm_settlements.145,POINT (-11.5253443 7.7774972),Juhun,Bo,Southern,SIERRA LEONE,node/3045863386,hamlet,Jaiama Bongor,SLE030107,SLE0301,SLE03,SLE
