FID,the_geom,NAME,ADM2_NM,ADM1_NM,ADM0_NM,OSM_ID,TYPE,ADM3_NAME,ADM3_CODE,ADM2_CODE,ADM1_CODE,CNTRY_CODE
sle_stle_pt_osm_settlements.1386,POINT (-10.7548129 8.155407),Malema,Kailahun,Eastern,SIERRA LEONE,node/3021789795,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1387,POINT (-10.7235821 8.2053807),Mesima,Kailahun,Eastern,SIERRA LEONE,node/3021789796,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1388,POINT (-10.8157365 8.1864434),Nja-Ijia,Kailahun,Eastern,SIERRA LEONE,node/3021789797,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1389,POINT (-10.7719819 8.2045639),Nyeyama,Kailahun,Eastern,SIERRA LEONE,node/3021789798,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1390,POINT (-10.7803127 8.1966784),Solema,Kailahun,Eastern,SIERRA LEONE,node/3021789799,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1391,POINT (-10.819577 8.0801006),Taninahun,Kailahun,Eastern,SIERRA LEONE,node/3021789800,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1392,POINT (-10.7847075 8.1863534),Baomahun,Kailahun,Eastern,SIERRA LEONE,node/3021863044,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1393,POINT (-10.8263652 8.0845912),Kpandema,Kailahun,Eastern,SIERRA LEONE,node/3021863046,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1394,POINT (-10.8066509 8.0616527),Moindu,Kailahun,Eastern,SIERRA LEONE,node/3021863049,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1395,POINT (-10.7785654 8.0927953),Njala,Kailahun,Eastern,SIERRA LEONE,node/3021863050,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1396,POINT (-10.7590734 8.1102599),Njala,Kailahun,Eastern,SIERRA LEONE,node/3021863051,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1397,POINT (-10.7966783 8.1072411),Bajibo,Kailahun,Eastern,SIERRA LEONE,node/3022311366,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1398,POINT (-10.8118347 8.1604316),Bo,Kailahun,Eastern,SIERRA LEONE,node/3022311368,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1399,POINT (-10.779611 8.1046514),Fowaya,Kailahun,Eastern,SIERRA LEONE,node/3022311369,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1400,POINT (-10.7955761 8.1820152),Jalia,Kailahun,Eastern,SIERRA LEONE,node/3022311371,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1401,POINT (-10.8544046 8.1022794),Kanga,Kailahun,Eastern,SIERRA LEONE,node/3022311372,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1402,POINT (-10.7988109 8.1231981),Kulubema,Kailahun,Eastern,SIERRA LEONE,node/3022311376,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1403,POINT (-10.7849513 8.1754203),Kwelu,Kailahun,Eastern,SIERRA LEONE,node/3022311377,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1404,POINT (-10.8715145 8.11877),Manjulu,Kailahun,Eastern,SIERRA LEONE,node/3022311381,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1405,POINT (-10.7948191 8.1616522),Petema,Kailahun,Eastern,SIERRA LEONE,node/3022311383,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1406,POINT (-10.7844298 8.1346939),Tikonko,Kailahun,Eastern,SIERRA LEONE,node/3022311385,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1407,POINT (-10.7710472 8.1129059),Tolobu,Kailahun,Eastern,SIERRA LEONE,node/3022311387,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1408,POINT (-10.8613581 8.1078487),Yikando,Kailahun,Eastern,SIERRA LEONE,node/3022311388,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1409,POINT (-10.7332324 8.2336566),Toniama,Kailahun,Eastern,SIERRA LEONE,node/3043624838,hamlet,Kpeje Bongre,SLE010106,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1410,POINT (-10.3714952 8.2797087),Buedu,Kailahun,Eastern,SIERRA LEONE,node/1660977014,village,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1411,POINT (-10.3583492 8.2221783),Poruma,Kailahun,Eastern,SIERRA LEONE,node/2742874775,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1412,POINT (-10.373335 8.3069026),,Kailahun,Eastern,SIERRA LEONE,node/2743779133,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1413,POINT (-10.3805661 8.2443748),Gbarama,Kailahun,Eastern,SIERRA LEONE,node/2743780688,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1414,POINT (-10.3888097 8.2651731),Kundowahun,Kailahun,Eastern,SIERRA LEONE,node/2743841232,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1415,POINT (-10.3285739 8.2356243),Magbadu,Kailahun,Eastern,SIERRA LEONE,node/2751192340,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1416,POINT (-10.2839106 8.45077),Gbongboru,Kailahun,Eastern,SIERRA LEONE,node/2756926170,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1417,POINT (-10.2968507 8.3440204),Bahama,Kailahun,Eastern,SIERRA LEONE,node/2757343294,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1418,POINT (-10.3339115 8.3413708),Dambara,Kailahun,Eastern,SIERRA LEONE,node/2757343316,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1419,POINT (-10.3562749 8.2106582),Bambisu,Kailahun,Eastern,SIERRA LEONE,node/2757343321,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1420,POINT (-10.3792189 8.1669713),Bandiworo,Kailahun,Eastern,SIERRA LEONE,node/2757343331,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1421,POINT (-10.3372108 8.1982537),Boyama,Kailahun,Eastern,SIERRA LEONE,node/2757343406,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1422,POINT (-10.408321 8.196262),Dambalu,Kailahun,Eastern,SIERRA LEONE,node/2757343410,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1423,POINT (-10.3045515 8.4067209),Fandu,Kailahun,Eastern,SIERRA LEONE,node/2757343437,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1424,POINT (-10.3119298 8.2446172),Fangamadu,Kailahun,Eastern,SIERRA LEONE,node/2757343439,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1425,POINT (-10.3156812 8.2503229),Garama,Kailahun,Eastern,SIERRA LEONE,node/2757343480,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1426,POINT (-10.3877428 8.1986281),Gorahun,Kailahun,Eastern,SIERRA LEONE,node/2757343516,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1427,POINT (-10.3306342 8.2176261),Kambalu,Kailahun,Eastern,SIERRA LEONE,node/2757343547,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1428,POINT (-10.3722768 8.2023627),Koindu,Kailahun,Eastern,SIERRA LEONE,node/2757343560,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1429,POINT (-10.3336991 8.2498804),Kondama,Kailahun,Eastern,SIERRA LEONE,node/2757343572,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1430,POINT (-10.4036666 8.2098252),Konia,Kailahun,Eastern,SIERRA LEONE,node/2757343586,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1431,POINT (-10.3545466 8.189384),Kundehun,Kailahun,Eastern,SIERRA LEONE,node/2757343614,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1432,POINT (-10.3170183 8.2591147),Dawa,Kailahun,Eastern,SIERRA LEONE,node/2757343621,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1433,POINT (-10.3588275 8.202181),Mamboma,Kailahun,Eastern,SIERRA LEONE,node/2757343643,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1434,POINT (-10.3162648 8.2117406),Manduvulahun,Kailahun,Eastern,SIERRA LEONE,node/2757343646,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1435,POINT (-10.3076895 8.2253247),Misadu,Kailahun,Eastern,SIERRA LEONE,node/2757343664,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1436,POINT (-10.2997067 8.3704769),Nafudu,Kailahun,Eastern,SIERRA LEONE,node/2757343668,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1437,POINT (-10.3054143 8.3090193),Sadupampo,Kailahun,Eastern,SIERRA LEONE,node/2757343710,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1438,POINT (-10.3172325 8.2223923),Salinga,Kailahun,Eastern,SIERRA LEONE,node/2757343717,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1439,POINT (-10.43199 8.1601355),Samoru,Kailahun,Eastern,SIERRA LEONE,node/2757343724,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1440,POINT (-10.3124152 8.2003543),Sanga,Kailahun,Eastern,SIERRA LEONE,node/2757343731,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1441,POINT (-10.3203399 8.2301578),Senga,Kailahun,Eastern,SIERRA LEONE,node/2757343745,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1442,POINT (-10.3738612 8.2277535),Suwadu,Kailahun,Eastern,SIERRA LEONE,node/2757343772,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1443,POINT (-10.3458556 8.2075034),Tambateko,Kailahun,Eastern,SIERRA LEONE,node/2757343780,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1444,POINT (-10.3267151 8.3682205),Tedu,Kailahun,Eastern,SIERRA LEONE,node/2757343792,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1445,POINT (-10.4385161 8.158006),Tobu,Kailahun,Eastern,SIERRA LEONE,node/2757343805,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1446,POINT (-10.3422308 8.2307706),Vaahun,Kailahun,Eastern,SIERRA LEONE,node/2757343811,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1447,POINT (-10.3290035 8.3145381),Wei,Kailahun,Eastern,SIERRA LEONE,node/2757343829,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1448,POINT (-10.3303701 8.2015654),,Kailahun,Eastern,SIERRA LEONE,node/2757343865,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1449,POINT (-10.3951569 8.2290056),Naiagolehun,Kailahun,Eastern,SIERRA LEONE,node/2757343880,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1450,POINT (-10.3673139 8.2477997),Bomboru,Kailahun,Eastern,SIERRA LEONE,node/2757343892,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1451,POINT (-10.3463211 8.249319),Kongboma,Kailahun,Eastern,SIERRA LEONE,node/2757343895,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1452,POINT (-10.3551926 8.2639946),Kpakadu,Kailahun,Eastern,SIERRA LEONE,node/2757343903,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1453,POINT (-10.3701713 8.300554),,Kailahun,Eastern,SIERRA LEONE,node/2758781238,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1454,POINT (-10.3339897 8.2769477),Mendekelema,Kailahun,Eastern,SIERRA LEONE,node/2924575331,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1455,POINT (-10.3071787 8.3879757),Sandia,Kailahun,Eastern,SIERRA LEONE,node/2924575332,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1456,POINT (-10.3466487 8.1878295),Baama,Kailahun,Eastern,SIERRA LEONE,node/2927442552,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1457,POINT (-10.3562927 8.1704412),Mano,Kailahun,Eastern,SIERRA LEONE,node/2927442554,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1458,POINT (-10.3616658 8.1561123),Mauwa,Kailahun,Eastern,SIERRA LEONE,node/2927442555,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1459,POINT (-10.3076454 8.2981711),Dakaw,Kailahun,Eastern,SIERRA LEONE,node/2927930214,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1460,POINT (-10.3264829 8.302734),Komadu,Kailahun,Eastern,SIERRA LEONE,node/2927930215,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1461,POINT (-10.3227826 8.2720775),Lepallu,Kailahun,Eastern,SIERRA LEONE,node/2927930216,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1462,POINT (-10.3567009 8.3039544),Makor,Kailahun,Eastern,SIERRA LEONE,node/2927930217,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1463,POINT (-10.3434885 8.2848616),Mano,Kailahun,Eastern,SIERRA LEONE,node/2927930218,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1464,POINT (-10.320617 8.3131254),Sandokoro,Kailahun,Eastern,SIERRA LEONE,node/2927930219,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1465,POINT (-10.350363 8.347815),Bandama,Kailahun,Eastern,SIERRA LEONE,node/2927969620,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1466,POINT (-10.3166079 8.3599325),Grima,Kailahun,Eastern,SIERRA LEONE,node/2928163377,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1467,POINT (-10.286389 8.406944),Saama,Kailahun,Eastern,SIERRA LEONE,node/2928163378,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1468,POINT (-10.2810441 8.4210609),Kamapodu,Kailahun,Eastern,SIERRA LEONE,node/2928201271,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1469,POINT (-10.2797753 8.4456547),Kondoma,Kailahun,Eastern,SIERRA LEONE,node/2928201272,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1470,POINT (-10.3422446 8.2948499),,Kailahun,Eastern,SIERRA LEONE,node/2957857271,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1471,POINT (-10.3456694 8.2931123),Bedu,Kailahun,Eastern,SIERRA LEONE,node/2957857272,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1472,POINT (-10.3642243 8.2947613),,Kailahun,Eastern,SIERRA LEONE,node/2957870698,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1473,POINT (-10.3581601 8.3153553),,Kailahun,Eastern,SIERRA LEONE,node/2958023707,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1474,POINT (-10.3031924 8.2083944),Sanga,Kailahun,Eastern,SIERRA LEONE,node/3016709221,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1475,POINT (-10.3085537 8.2033602),Sanga,Kailahun,Eastern,SIERRA LEONE,node/3017636750,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1476,POINT (-10.316667 8.35),Bandajuma,Kailahun,Eastern,SIERRA LEONE,node/3018254504,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1477,POINT (-10.2996155 8.3618557),Benkisi,Kailahun,Eastern,SIERRA LEONE,node/3018254506,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1478,POINT (-10.3690805 8.2436051),Bomboru,Kailahun,Eastern,SIERRA LEONE,node/3018254507,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1479,POINT (-10.3108259 8.3204873),Dambo,Kailahun,Eastern,SIERRA LEONE,node/3018254509,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1480,POINT (-10.3086208 8.3318061),Kudu,Kailahun,Eastern,SIERRA LEONE,node/3018254510,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1481,POINT (-10.3954806 8.2283926),Yamehun,Kailahun,Eastern,SIERRA LEONE,node/3019849030,hamlet,Kissi Tongi,SLE010105,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1482,POINT (-10.8173899 8.1405012),Jokibu,Kailahun,Eastern,SIERRA LEONE,node/1871517446,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1483,POINT (-10.8693546 8.1343203),Kigbai,Kailahun,Eastern,SIERRA LEONE,node/1871517447,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1484,POINT (-10.8515456 8.1618482),Manowa Junction,Kailahun,Eastern,SIERRA LEONE,node/1871517453,village,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1485,POINT (-10.8137927 8.2029808),Batiyema,Kailahun,Eastern,SIERRA LEONE,node/2931429495,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1486,POINT (-10.8162028 8.2237367),Madina,Kailahun,Eastern,SIERRA LEONE,node/2931430001,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1487,POINT (-10.7906066 8.2392578),Baoma,Kailahun,Eastern,SIERRA LEONE,node/2931430004,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1488,POINT (-10.8128514 8.1720699),Malema,Kailahun,Eastern,SIERRA LEONE,node/2935351397,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1489,POINT (-10.8415728 8.2151301),Pejewa,Kailahun,Eastern,SIERRA LEONE,node/2935379410,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1490,POINT (-10.7649389 8.2577974),Sembehun,Kailahun,Eastern,SIERRA LEONE,node/2935379412,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1491,POINT (-10.8702576 8.2336176),Tumbonwa,Kailahun,Eastern,SIERRA LEONE,node/2935379414,isolated_dwelling,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1492,POINT (-10.8641996 8.1742975),Bunumbu,Kailahun,Eastern,SIERRA LEONE,node/2935466213,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1493,POINT (-10.8724918 8.2171078),Njama,Kailahun,Eastern,SIERRA LEONE,node/2935466220,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1494,POINT (-10.8501397 8.1165966),Semabu,Kailahun,Eastern,SIERRA LEONE,node/2935466221,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1495,POINT (-10.8643071 8.1437078),,Kailahun,Eastern,SIERRA LEONE,node/2955788569,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1496,POINT (-10.8331328 8.1267925),Benduma,Kailahun,Eastern,SIERRA LEONE,node/3022311367,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1497,POINT (-10.8216219 8.1675779),Giema,Kailahun,Eastern,SIERRA LEONE,node/3022311370,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1498,POINT (-10.8848589 8.1773174),Kaniva,Kailahun,Eastern,SIERRA LEONE,node/3022311373,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1499,POINT (-10.848226 8.144736),Konabe,Kailahun,Eastern,SIERRA LEONE,node/3022311374,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1500,POINT (-10.8442535 8.1236861),Kondibu,Kailahun,Eastern,SIERRA LEONE,node/3022311375,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1501,POINT (-10.886263 8.1831978),Lago,Kailahun,Eastern,SIERRA LEONE,node/3022311378,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1502,POINT (-10.8600047 8.1284041),Lahun,Kailahun,Eastern,SIERRA LEONE,node/3022311379,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1503,POINT (-10.8649867 8.1551299),Lambo,Kailahun,Eastern,SIERRA LEONE,node/3022311380,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1504,POINT (-10.8770627 8.1484509),Ndablama,Kailahun,Eastern,SIERRA LEONE,node/3022311382,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1505,POINT (-10.85 8.15),Sembehun,Kailahun,Eastern,SIERRA LEONE,node/3022311384,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1506,POINT (-10.8196343 8.1153608),Togboie,Kailahun,Eastern,SIERRA LEONE,node/3022311386,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1507,POINT (-10.757366 8.2337378),Fagoia,Kailahun,Eastern,SIERRA LEONE,node/3043620712,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1508,POINT (-10.7452339 8.2639919),Jerihun,Kailahun,Eastern,SIERRA LEONE,node/3043620721,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1509,POINT (-10.7970123 8.2523232),Jopowahun,Kailahun,Eastern,SIERRA LEONE,node/3043620722,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1510,POINT (-10.7774288 8.2616688),Kodibu,Kailahun,Eastern,SIERRA LEONE,node/3043620727,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1511,POINT (-10.8632324 8.2365256),Maka,Kailahun,Eastern,SIERRA LEONE,node/3043620731,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1512,POINT (-10.8946141 8.1513342),Nagbena,Kailahun,Eastern,SIERRA LEONE,node/3048278032,hamlet,Kpeje West,SLE010107,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1513,POINT (-10.5739431 8.2770009),Kailahun,Kailahun,Eastern,SIERRA LEONE,node/1871061345,town,Luawa,SLE010108,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1514,POINT (-10.4172953 8.2519398),Dodo,Kailahun,Eastern,SIERRA LEONE,node/1871302010,village,Luawa,SLE010108,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1515,POINT (-10.4817167 8.2041684),Nyandehun,Kailahun,Eastern,SIERRA LEONE,node/1871302012,village,Luawa,SLE010108,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1516,POINT (-10.6469458 8.2028254),Giehun,Kailahun,Eastern,SIERRA LEONE,node/1871517445,village,Luawa,SLE010108,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1517,POINT (-10.6923246 8.199782),Mende,Kailahun,Eastern,SIERRA LEONE,node/1871517455,village,Luawa,SLE010108,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1518,POINT (-10.4872462 8.255033),Balahun,Kailahun,Eastern,SIERRA LEONE,node/2757343305,village,Luawa,SLE010108,SLE0101,SLE01,SLE
sle_stle_pt_osm_settlements.1519,POINT (-10.4996356 8.3212118),Bandajuma,Kailahun,Eastern,SIERRA LEONE,node/2757343326,hamlet,Luawa,SLE010108,SLE0101,SLE01,SLE
